Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,NY_GDP_PCAP,,PT,2021,3.01
2016,A,0,NY_GDP_PCAP,,PT,2021,3.2
2017,A,0,NY_GDP_PCAP,,PT,2021,4.3
2018,A,0,NY_GDP_PCAP,,PT,2021,3.04
2019,A,0,NY_GDP_PCAP,,PT,2021,1.5
2020,A,0,NY_GDP_PCAP,,PT,2021,-1.7
2021,A,0,NY_GDP_PCAP,,PT,2021,3.0
