Year,OBS_STATUS,UNIT_MULT,SERIES,Reference area,UNIT_MEASURE,Time period details,Value
2019,Normal value,Units,Average annual expenditure for the poorest 40% of the population (in FCFA),,Franc CFA FCFA,2019,247949.7
