Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,ER_RSK_LST,,IX,2020,0.95
2016,A,0,ER_RSK_LST,,IX,2020,0.94
2017,A,0,ER_RSK_LST,,IX,2020,0.94
2018,A,0,ER_RSK_LST,,IX,2020,0.95
2019,A,0,ER_RSK_LST,,IX,2020,0.94
2020,A,0,ER_RSK_LST,,IX,2020,0.9
