Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,SN_ITK_DEFC,,PT,2020,13.0
2016,A,0,SN_ITK_DEFC,,PT,2020,12.0
2017,A,0,SN_ITK_DEFC,,PT,2020,11.3
2018,A,0,SN_ITK_DEFC,,PT,2020,10.0
2019,A,0,SN_ITK_DEFC,,PT,2020,10.0
2020,A,0,SN_ITK_DEFC,,PT,2020,10.0
