Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,GC_GOB_TAXD,,PT,2021,66.17
2016,A,0,GC_GOB_TAXD,,PT,2021,66.15
2018,A,0,GC_GOB_TAXD,,PT,2021,68.56
2019,A,0,GC_GOB_TAXD,,PT,2021,72.45
2020,A,0,GC_GOB_TAXD,,PT,2021,63.22
2021,A,0,GC_GOB_TAXD,,PT,2021,65.75
