Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2016,A,0,SL_EMP_EARN,,XOF,2021,658.6
2017,A,0,SL_EMP_EARN,,XOF,2021,555.0
2018,A,0,SL_EMP_EARN,,XOF,2021,460.9
2019,A,0,SL_EMP_EARN,,XOF,2021,517.7
2020,A,0,SL_EMP_EARN,,XOF,2021,550.6
2021,A,0,SL_EMP_EARN,,XOF,2021,624.2
