Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,_L_SN_030801_1,,PT,2020,46.8
2016,A,0,_L_SN_030801_1,,PT,2020,49.4
2017,A,0,_L_SN_030801_1,,PT,2020,49.64
2018,A,0,_L_SN_030801_1,,PT,2020,49.0
2019,A,0,_L_SN_030801_1,,PT,2020,48.0
2020,A,0,_L_SN_030801_1,,PT,2020,53.2
