Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,BX_TRF_PWKR,,PT,2021,9.24
2016,A,0,BX_TRF_PWKR,,PT,2021,9.78
2017,A,0,BX_TRF_PWKR,,PT,2021,9.63
2018,A,0,BX_TRF_PWKR,,PT,2021,9.9
2019,A,0,BX_TRF_PWKR,,PT,2021,10.16
2020,A,0,BX_TRF_PWKR,,PT,2021,9.47
2021,A,0,BX_TRF_PWKR,,PT,2021,10.62
