Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,A,0,ER_MRN_MARIN,,PT,2021,1.79
2016,A,0,ER_MRN_MARIN,,PT,2021,1.9
2017,A,0,ER_MRN_MARIN,,PT,2021,1.9
2018,A,0,ER_MRN_MARIN,,PT,2021,2.44
2019,A,0,ER_MRN_MARIN,,PT,2021,2.48
2020,A,0,ER_MRN_MARIN,,PT,2021,2.88
2021,A,0,ER_MRN_MARIN,,PT,2021,2.88
