Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2017,A,0,_L_SN_0110401_1,,XOF,2019,1459
2018,A,0,_L_SN_0110401_1,,XOF,2019,1063
2019,A,0,_L_SN_0110401_1,,XOF,2019,1382
